mean_temp,rain,evapotranspiration,soil_moisture,target_moisture_24h
23.733333333333334,0.2,1.1088913878233921,59.091108612176605,60.656006694372635
21.1375,2.5,0.9351019178039708,60.656006694372635,59.572443569368204
20.425,0.0,1.0835631250044342,59.572443569368204,58.27316747363312
23.195833333333336,0.0,1.2992760957350786,58.27316747363312,57.34460417765085
23.891666666666666,0.3,1.228563295982273,57.34460417765085,58.102744176867496
22.0125,1.6,0.8418600007833519,58.102744176867496,56.88776850145358
23.900000000000002,0.0,1.2149756754139156,56.88776850145358,55.58553560946997
26.391666666666666,0.0,1.3022328919836086,55.58553560946997,55.46567159029423
26.866666666666664,1.0,1.119864019175741,55.46567159029423,54.19171128221729
27.141666666666666,0.0,1.2739603080769377,54.19171128221729,52.8407336742128
28.045833333333334,0.0,1.3509776080044924,52.8407336742128,51.66486259120044
27.391666666666666,0.1,1.2758710830123612,51.66486259120044,52.4955143708486
25.8,2.0,1.1693482203518335,52.4955143708486,52.55724604563362
25.433333333333334,1.1,1.0382683252149816,52.55724604563362,60.15065617534809
19.033333333333335,8.4,0.8065898702855264,60.15065617534809,67.03961366755286
20.791666666666668,7.8,0.9110425077952323,67.03961366755286,66.40637204644474
21.504166666666666,0.3,0.9332416211081149,66.40637204644474,65.42314815199678
21.416666666666668,0.0,0.9832238944479548,65.42314815199678,64.24832549017832
22.991666666666664,0.0,1.1748226618184643,64.24832549017832,62.95722386289645
24.912499999999998,0.0,1.291101627281866,62.95722386289645,61.83678714253163
24.75,0.0,1.1204367203648204,61.83678714253163,60.58479246321712
24.52916666666667,0.0,1.2519946793145074,60.58479246321712,59.347801335228084
25.837500000000002,0.0,1.2369911279890384,59.347801335228084,58.09497977090379
25.870833333333334,0.0,1.2528215643242928,58.09497977090379,56.82871789971292
25.995833333333334,0.0,1.2662618711908726,56.82871789971292,55.52746726900933
26.358333333333334,0.0,1.3012506307035907,55.52746726900933,54.19285780203712
26.829166666666666,0.0,1.3346094669722106,54.19285780203712,52.83205758123245
28.379166666666666,0.0,1.3608002208046706,52.83205758123245,51.40752106543512
28.833333333333332,0.0,1.4245365157973313,51.40752106543512,50.0861781683103
29.3875,0.0,1.3213428971248253,50.0861781683103,48.860838363127506
27.8625,0.1,1.3253398051827892,48.860838363127506,47.767896545340896
